"name","essround","edition","proddate","idno","cntry","dweight","pspwght","pweight","anweight","prob","stratum","psu","pplfair","lrscale","trstplc","trstun","imbgeco","imwbcnt"
"ESS7e02_3",7,"2.3","23.11.2023",100000658,"GB",2.1071842,3.0814288,2.339876,7.210161,,,,8,5,10,8,6,4
"ESS7e02_3",7,"2.3","23.11.2023",100000662,"GB",0.52679604,0.39849213,2.339876,0.93242216,,,,5,4,6,5,2,3
"ESS7e02_3",7,"2.3","23.11.2023",100000663,"GB",1.5803882,2.0156524,2.339876,4.716377,,,,8,8,10,7,9,8
"ESS7e02_3",7,"2.3","23.11.2023",100000664,"GB",1.5803882,1.9367193,2.339876,4.531683,,,,5,6,8,88,8,7
"ESS7e02_3",7,"2.3","23.11.2023",100000666,"GB",0.52679604,0.40238318,2.339876,0.9415267,,,,0,5,7,6,5,5
"ESS7e02_3",7,"2.3","23.11.2023",100000671,"GB",0.52679604,0.4094792,2.339876,0.95813054,,,,8,3,10,0,4,6
"ESS7e02_3",7,"2.3","23.11.2023",100000674,"GB",0.52679604,0.4438827,2.339876,1.0386305,,,,7,4,7,2,8,8
"ESS7e02_3",7,"2.3","23.11.2023",100000677,"GB",0.52679604,0.41591117,2.339876,0.97318053,,,,6,4,6,9,7,8
"ESS7e02_3",7,"2.3","23.11.2023",100000678,"GB",1.5803882,1.5408411,2.339876,3.605377,,,,5,88,6,4,2,4
"ESS7e02_3",7,"2.3","23.11.2023",100000680,"GB",0.52679604,0.3891467,2.339876,0.91055495,,,,9,4,9,0,0,0
"ESS7e02_3",7,"2.3","23.11.2023",100000681,"GB",1.0535921,0.7844922,2.339876,1.8356144,,,,5,5,8,0,0,0
"ESS7e02_3",7,"2.3","23.11.2023",100000688,"GB",1.5803882,2.4875844,2.339876,5.8206387,,,,3,88,8,5,4,3
"ESS7e02_3",7,"2.3","23.11.2023",100000692,"GB",1.0535921,1.1718601,2.339876,2.7420073,,,,6,5,9,3,7,5
"ESS7e02_3",7,"2.3","23.11.2023",100000693,"GB",1.0535921,1.0629829,2.339876,2.4872482,,,,7,4,8,8,2,5
"ESS7e02_3",7,"2.3","23.11.2023",100000698,"GB",1.0535921,0.87573606,2.339876,2.0491138,,,,7,7,2,5,3,3
"ESS7e02_3",7,"2.3","23.11.2023",100000701,"GB",0.52679604,0.53149146,2.339876,1.2436241,,,,5,3,3,7,10,8
"ESS7e02_3",7,"2.3","23.11.2023",100000708,"GB",0.52679604,0.5256076,2.339876,1.2298565,,,,8,2,6,7,8,6
"ESS7e02_3",7,"2.3","23.11.2023",100000720,"GB",0.52679604,0.44567597,2.339876,1.0428265,,,,6,3,7,5,8,8
"ESS7e02_3",7,"2.3","23.11.2023",100000727,"GB",1.0535921,1.3350633,2.339876,3.1238825,,,,1,5,7,4,5,5
"ESS7e02_3",7,"2.3","23.11.2023",100000728,"GB",0.52679604,0.58593005,2.339876,1.3710036,,,,5,6,7,88,1,2
"ESS7e02_3",7,"2.3","23.11.2023",100000730,"GB",1.5803882,1.4739743,2.339876,3.4489172,,,,8,5,9,8,8,9
"ESS7e02_3",7,"2.3","23.11.2023",100000735,"GB",0.52679604,0.42399067,2.339876,0.9920856,,,,5,4,5,3,7,4
"ESS7e02_3",7,"2.3","23.11.2023",100000736,"GB",1.0535921,1.0512152,2.339876,2.459713,,,,4,4,3,6,0,0
"ESS7e02_3",7,"2.3","23.11.2023",100000739,"GB",0.52679604,0.3891467,2.339876,0.91055495,,,,5,6,9,5,2,2
"ESS7e02_3",7,"2.3","23.11.2023",100000744,"GB",0.52679604,0.65320534,2.339876,1.5284195,,,,6,4,4,2,6,4
"ESS7e02_3",7,"2.3","23.11.2023",100000745,"GB",0.52679604,0.6685145,2.339876,1.5642409,,,,5,7,8,7,4,4
"ESS7e02_3",7,"2.3","23.11.2023",100000747,"GB",0.52679604,0.41347754,2.339876,0.96748614,,,,5,2,7,7,3,2
"ESS7e02_3",7,"2.3","23.11.2023",100000750,"GB",1.0535921,0.9348367,2.339876,2.1874018,,,,7,7,9,9,8,9
"ESS7e02_3",7,"2.3","23.11.2023",100000751,"GB",0.52679604,0.4998325,2.339876,1.169546,,,,7,8,5,5,5,7
"ESS7e02_3",7,"2.3","23.11.2023",100000752,"GB",0.52679604,0.54394805,2.339876,1.272771,,,,4,5,6,4,3,3
"ESS7e02_3",7,"2.3","23.11.2023",100000753,"GB",0.52679604,0.7195139,2.339876,1.6835732,,,,7,6,9,6,7,8
"ESS7e02_3",7,"2.3","23.11.2023",100000754,"GB",1.0535921,1.1268011,2.339876,2.6365747,,,,5,7,4,6,6,6
"ESS7e02_3",7,"2.3","23.11.2023",100000755,"GB",0.52679604,0.3817214,2.339876,0.8931807,,,,0,5,3,8,6,3
"ESS7e02_3",7,"2.3","23.11.2023",100000756,"GB",0.52679604,0.43718326,2.339876,1.0229546,,,,8,4,6,88,3,4
"ESS7e02_3",7,"2.3","23.11.2023",100000759,"GB",0.52679604,0.48832497,2.339876,1.1426198,,,,6,3,7,6,7,8
"ESS7e02_3",7,"2.3","23.11.2023",100000762,"GB",0.52679604,0.4561213,2.339876,1.0672673,,,,5,4,1,2,2,2
"ESS7e02_3",7,"2.3","23.11.2023",100000764,"GB",0.52679604,0.44567597,2.339876,1.0428265,,,,8,77,4,6,8,7
"ESS7e02_3",7,"2.3","23.11.2023",100000767,"GB",1.0535921,0.8678555,2.339876,2.0306742,,,,6,5,7,4,4,4
"ESS7e02_3",7,"2.3","23.11.2023",100000768,"GB",1.0535921,0.999665,2.339876,2.339092,,,,7,5,4,3,7,6
"ESS7e02_3",7,"2.3","23.11.2023",100000769,"GB",1.0535921,0.8678555,2.339876,2.0306742,,,,5,7,9,4,7,3
"ESS7e02_3",7,"2.3","23.11.2023",100000770,"GB",1.0535921,1.2120273,2.339876,2.8359935,,,,7,3,6,7,2,0
"ESS7e02_3",7,"2.3","23.11.2023",100000772,"GB",0.52679604,0.53657746,2.339876,1.2555246,,,,4,4,0,3,3,4
"ESS7e02_3",7,"2.3","23.11.2023",100000773,"GB",1.0535921,1.2250214,2.339876,2.866398,,,,3,3,4,6,4,1
"ESS7e02_3",7,"2.3","23.11.2023",100000774,"GB",1.0535921,1.2665099,2.339876,2.963476,,,,8,5,8,5,6,6
"ESS7e02_3",7,"2.3","23.11.2023",100000776,"GB",1.0535921,1.0272274,2.339876,2.4035847,,,,7,5,8,7,4,3
"ESS7e02_3",7,"2.3","23.11.2023",100000778,"GB",0.52679604,0.56340057,2.339876,1.3182874,,,,5,88,8,5,5,5
"ESS7e02_3",7,"2.3","23.11.2023",100000779,"GB",1.0535921,1.0731549,2.339876,2.5110493,,,,6,88,8,4,10,4
"ESS7e02_3",7,"2.3","23.11.2023",100000781,"GB",1.0535921,1.042727,2.339876,2.4398518,,,,5,5,4,8,6,7
"ESS7e02_3",7,"2.3","23.11.2023",100000784,"GB",0.52679604,0.43786803,2.339876,1.0245569,,,,10,10,10,8,2,7
"ESS7e02_3",7,"2.3","23.11.2023",100000785,"GB",2.1071842,1.6959627,2.339876,3.9683423,,,,5,5,7,0,2,4
"ESS7e02_3",7,"2.3","23.11.2023",100000791,"GB",0.52679604,0.4561213,2.339876,1.0672673,,,,5,8,8,8,6,7
"ESS7e02_3",7,"2.3","23.11.2023",100000796,"GB",0.52679604,0.43371767,2.339876,1.0148455,,,,4,6,4,3,3,5
"ESS7e02_3",7,"2.3","23.11.2023",100000797,"GB",0.52679604,0.43392774,2.339876,1.0153371,,,,7,4,7,6,6,5
"ESS7e02_3",7,"2.3","23.11.2023",100000798,"GB",0.52679604,0.53598714,2.339876,1.2541434,,,,0,5,10,7,8,9
"ESS7e02_3",7,"2.3","23.11.2023",100000804,"GB",1.0535921,1.0719743,2.339876,2.5082867,,,,7,1,8,5,7,7
"ESS7e02_3",7,"2.3","23.11.2023",100000808,"GB",0.52679604,0.49132478,2.339876,1.149639,,,,2,6,4,5,6,4
"ESS7e02_3",7,"2.3","23.11.2023",100000810,"GB",1.0535921,0.7867178,2.339876,1.840822,,,,4,4,3,1,0,1
"ESS7e02_3",7,"2.3","23.11.2023",100000815,"GB",0.52679604,0.3895551,2.339876,0.9115106,,,,8,5,5,3,3,5
"ESS7e02_3",7,"2.3","23.11.2023",100000821,"GB",0.52679604,0.59143347,2.339876,1.383881,,,,5,88,0,88,88,88
"ESS7e02_3",7,"2.3","23.11.2023",100000827,"GB",1.0535921,0.8269551,2.339876,1.9349723,,,,5,3,8,5,6,6
"ESS7e02_3",7,"2.3","23.11.2023",100000830,"GB",0.52679604,0.5748958,2.339876,1.3451848,,,,5,88,5,5,3,1
"ESS7e02_3",7,"2.3","23.11.2023",100000838,"GB",1.0535921,0.87573606,2.339876,2.0491138,,,,7,5,7,8,5,6
"ESS7e02_3",7,"2.3","23.11.2023",100000839,"GB",1.5803882,1.9832299,2.339876,4.640512,,,,6,3,5,3,7,8
"ESS7e02_3",7,"2.3","23.11.2023",100000840,"GB",1.0535921,0.7634428,2.339876,1.7863615,,,,6,5,6,9,3,5
"ESS7e02_3",7,"2.3","23.11.2023",100000841,"GB",1.0535921,0.7867178,2.339876,1.840822,,,,7,4,10,5,0,1
"ESS7e02_3",7,"2.3","23.11.2023",100000842,"GB",1.0535921,0.84798133,2.339876,1.9841712,,,,5,5,6,5,2,2
"ESS7e02_3",7,"2.3","23.11.2023",100000844,"GB",2.1071842,1.5216771,2.339876,3.5605357,,,,7,4,7,3,5,5
"ESS7e02_3",7,"2.3","23.11.2023",100000846,"GB",1.0535921,1.200307,2.339876,2.8085694,,,,5,5,8,88,5,6
"ESS7e02_3",7,"2.3","23.11.2023",100000847,"GB",1.0535921,0.87573606,2.339876,2.0491138,,,,7,8,8,8,7,8
"ESS7e02_3",7,"2.3","23.11.2023",100000848,"GB",0.52679604,0.44567597,2.339876,1.0428265,,,,3,4,8,3,4,3
"ESS7e02_3",7,"2.3","23.11.2023",100000849,"GB",1.5803882,2.2091315,2.339876,5.1690936,,,,7,4,7,4,4,4
"ESS7e02_3",7,"2.3","23.11.2023",100000850,"GB",2.6339803,2.7414176,2.339876,6.414577,,,,4,6,10,10,5,8
"ESS7e02_3",7,"2.3","23.11.2023",100000853,"GB",1.0535921,0.79698426,2.339876,1.8648443,,,,6,4,5,8,3,3
"ESS7e02_3",7,"2.3","23.11.2023",100000854,"GB",0.52679604,0.53657746,2.339876,1.2555246,,,,3,5,8,7,5,7
"ESS7e02_3",7,"2.3","23.11.2023",100000855,"GB",2.1071842,2.2536023,2.339876,5.2731495,,,,5,8,8,3,1,1
"ESS7e02_3",7,"2.3","23.11.2023",100000856,"GB",1.0535921,1.0230092,2.339876,2.3937147,,,,2,3,9,10,9,9
"ESS7e02_3",7,"2.3","23.11.2023",100000857,"GB",0.52679604,0.41347754,2.339876,0.96748614,,,,7,5,6,3,5,5
"ESS7e02_3",7,"2.3","23.11.2023",100000859,"GB",0.52679604,0.3933589,2.339876,0.920411,,,,7,77,7,6,5,6
"ESS7e02_3",7,"2.3","23.11.2023",100000860,"GB",1.0535921,1.0272274,2.339876,2.4035847,,,,7,5,7,2,6,5
"ESS7e02_3",7,"2.3","23.11.2023",100000862,"GB",2.6339803,2.1402397,2.339876,5.0078955,,,,5,88,5,0,5,5
"ESS7e02_3",7,"2.3","23.11.2023",100000863,"GB",1.0535921,0.9348367,2.339876,2.1874018,,,,9,5,9,5,5,5
"ESS7e02_3",7,"2.3","23.11.2023",100000866,"GB",1.0535921,0.7844922,2.339876,1.8356144,,,,8,8,7,5,5,1
"ESS7e02_3",7,"2.3","23.11.2023",100000867,"GB",1.0535921,1.2536281,2.339876,2.9333344,,,,5,5,7,5,7,5
"ESS7e02_3",7,"2.3","23.11.2023",100000877,"GB",2.1071842,1.8710943,2.339876,4.3781285,,,,4,8,9,7,5,5
"ESS7e02_3",7,"2.3","23.11.2023",100000879,"GB",1.0535921,0.9562833,2.339876,2.237584,,,,6,8,7,3,5,3
"ESS7e02_3",7,"2.3","23.11.2023",100000881,"GB",1.0535921,0.79698426,2.339876,1.8648443,,,,7,5,6,4,5,5
"ESS7e02_3",7,"2.3","23.11.2023",100000883,"GB",1.5803882,1.1194816,2.339876,2.619448,,,,4,5,7,6,5,5
"ESS7e02_3",7,"2.3","23.11.2023",100000887,"GB",1.0535921,1.4402211,2.339876,3.3699386,,,,5,5,8,5,5,7
"ESS7e02_3",7,"2.3","23.11.2023",100000888,"GB",0.52679604,0.43392774,2.339876,1.0153371,,,,7,5,5,88,88,5
"ESS7e02_3",7,"2.3","23.11.2023",100000892,"GB",0.52679604,0.66753167,2.339876,1.5619413,,,,7,3,8,8,8,7
"ESS7e02_3",7,"2.3","23.11.2023",100000898,"GB",1.0535921,0.89988154,2.339876,2.105611,,,,8,2,7,7,7,7
"ESS7e02_3",7,"2.3","23.11.2023",100000907,"GB",1.5803882,1.6097324,2.339876,3.7665741,,,,3,4,9,7,4,7
"ESS7e02_3",7,"2.3","23.11.2023",100000909,"GB",0.52679604,0.53149146,2.339876,1.2436241,,,,0,5,8,0,0,0
"ESS7e02_3",7,"2.3","23.11.2023",100000911,"GB",1.0535921,0.9348367,2.339876,2.1874018,,,,7,3,5,2,5,3
"ESS7e02_3",7,"2.3","23.11.2023",100000916,"GB",1.0535921,1.0731549,2.339876,2.5110493,,,,5,8,7,6,6,5
"ESS7e02_3",7,"2.3","23.11.2023",100000919,"GB",1.5803882,1.3017832,2.339876,3.0460112,,,,7,3,6,8,7,7
"ESS7e02_3",7,"2.3","23.11.2023",100000922,"GB",1.0535921,0.98264956,2.339876,2.299278,,,,8,0,2,3,0,0
"ESS7e02_3",7,"2.3","23.11.2023",100000923,"GB",1.0535921,0.97664994,2.339876,2.2852397,,,,8,5,7,4,1,2
"ESS7e02_3",7,"2.3","23.11.2023",100000927,"GB",0.52679604,0.44567597,2.339876,1.0428265,,,,8,10,10,10,0,0
"ESS7e02_3",7,"2.3","23.11.2023",100000929,"GB",0.52679604,0.4438827,2.339876,1.0386305,,,,6,8,8,7,1,1
"ESS7e02_3",7,"2.3","23.11.2023",100000930,"GB",1.0535921,1.096567,2.339876,2.5658307,,,,7,3,7,6,7,7
"ESS7e02_3",7,"2.3","23.11.2023",100000931,"GB",1.0535921,0.7844922,2.339876,1.8356144,,,,7,6,8,5,5,5
"ESS7e02_3",7,"2.3","23.11.2023",100000939,"GB",1.0535921,0.87573606,2.339876,2.0491138,,,,4,10,6,88,0,0
"ESS7e02_3",7,"2.3","23.11.2023",100000943,"GB",0.52679604,0.53598714,2.339876,1.2541434,,,,10,6,10,6,0,0
"ESS7e02_3",7,"2.3","23.11.2023",100000945,"GB",1.5803882,1.7577901,2.339876,4.113011,,,,7,7,9,6,3,2
"ESS7e02_3",7,"2.3","23.11.2023",100000948,"GB",0.52679604,0.6685145,2.339876,1.5642409,,,,3,88,5,5,5,3
"ESS7e02_3",7,"2.3","23.11.2023",100000953,"GB",1.0535921,0.98264956,2.339876,2.299278,,,,5,2,8,7,2,4
"ESS7e02_3",7,"2.3","23.11.2023",100000956,"GB",0.52679604,0.48832497,2.339876,1.1426198,,,,8,5,8,3,6,7
"ESS7e02_3",7,"2.3","23.11.2023",100000957,"GB",0.52679604,0.6718841,2.339876,1.5721254,,,,5,5,8,2,0,3
"ESS7e02_3",7,"2.3","23.11.2023",100000958,"GB",1.0535921,1.0731549,2.339876,2.5110493,,,,5,8,7,2,8,8
"ESS7e02_3",7,"2.3","23.11.2023",100000959,"GB",0.52679604,0.58593005,2.339876,1.3710036,,,,0,6,10,10,8,7
"ESS7e02_3",7,"2.3","23.11.2023",100000960,"GB",0.52679604,0.53598714,2.339876,1.2541434,,,,9,7,9,8,3,3
"ESS7e02_3",7,"2.3","23.11.2023",100000963,"GB",1.0535921,1.0731549,2.339876,2.5110493,,,,7,7,8,7,5,5
"ESS7e02_3",7,"2.3","23.11.2023",100000964,"GB",1.0535921,0.89988154,2.339876,2.105611,,,,7,5,8,7,5,5
"ESS7e02_3",7,"2.3","23.11.2023",100000971,"GB",1.0535921,0.7844922,2.339876,1.8356144,,,,8,0,10,9,0,0
"ESS7e02_3",7,"2.3","23.11.2023",100000974,"GB",1.0535921,0.87573606,2.339876,2.0491138,,,,8,3,7,8,10,6
"ESS7e02_3",7,"2.3","23.11.2023",100000977,"GB",0.52679604,0.3895551,2.339876,0.9115106,,,,4,5,7,5,6,3
"ESS7e02_3",7,"2.3","23.11.2023",100000978,"GB",1.0535921,1.0629829,2.339876,2.4872482,,,,6,8,7,5,5,5
"ESS7e02_3",7,"2.3","23.11.2023",100000984,"GB",0.52679604,0.4094792,2.339876,0.95813054,,,,6,6,7,7,6,6
"ESS7e02_3",7,"2.3","23.11.2023",100000987,"GB",1.0535921,1.0272274,2.339876,2.4035847,,,,88,4,9,88,5,6
"ESS7e02_3",7,"2.3","23.11.2023",100000988,"GB",1.0535921,0.85609585,2.339876,2.003158,,,,7,7,8,9,8,8
"ESS7e02_3",7,"2.3","23.11.2023",100000992,"GB",1.0535921,0.746321,2.339876,1.7462986,,,,7,2,8,9,9,8
"ESS7e02_3",7,"2.3","23.11.2023",100000993,"GB",1.0535921,0.7782934,2.339876,1.8211099,,,,10,0,10,7,3,0
"ESS7e02_3",7,"2.3","23.11.2023",100000998,"GB",1.0535921,0.7844922,2.339876,1.8356144,,,,0,5,9,4,2,0
"ESS7e02_3",7,"2.3","23.11.2023",100001001,"GB",0.52679604,0.4094792,2.339876,0.95813054,,,,8,5,6,5,5,7
"ESS7e02_3",7,"2.3","23.11.2023",100001003,"GB",2.1071842,2.1439486,2.339876,5.0165734,,,,4,5,4,5,5,7
"ESS7e02_3",7,"2.3","23.11.2023",100001006,"GB",0.52679604,0.44994077,2.339876,1.0528055,,,,7,6,8,8,5,5
"ESS7e02_3",7,"2.3","23.11.2023",100001008,"GB",1.0535921,0.8189584,2.339876,1.9162611,,,,7,5,3,5,5,5
"ESS7e02_3",7,"2.3","23.11.2023",100001011,"GB",0.52679604,0.5136137,2.339876,1.2017924,,,,10,2,6,5,3,3
"ESS7e02_3",7,"2.3","23.11.2023",100001021,"GB",1.0535921,1.4390278,2.339876,3.3671465,,,,5,3,3,8,3,3
"ESS7e02_3",7,"2.3","23.11.2023",100001022,"GB",0.52679604,0.5115046,2.339876,1.1968573,,,,5,5,8,4,5,2
"ESS7e02_3",7,"2.3","23.11.2023",100001023,"GB",1.0535921,0.85609585,2.339876,2.003158,,,,7,5,3,6,7,5
"ESS7e02_3",7,"2.3","23.11.2023",100001025,"GB",0.52679604,0.44994077,2.339876,1.0528055,,,,2,8,3,1,4,4
"ESS7e02_3",7,"2.3","23.11.2023",100001027,"GB",1.0535921,1.4527982,2.339876,3.3993676,,,,8,3,8,8,8,8
"ESS7e02_3",7,"2.3","23.11.2023",100001031,"GB",1.0535921,0.999665,2.339876,2.339092,,,,5,88,5,88,1,0
"ESS7e02_3",7,"2.3","23.11.2023",100001032,"GB",1.0535921,0.85609585,2.339876,2.003158,,,,5,5,10,8,7,5
"ESS7e02_3",7,"2.3","23.11.2023",100001033,"GB",1.0535921,0.746321,2.339876,1.7462986,,,,7,2,7,3,5,5
"ESS7e02_3",7,"2.3","23.11.2023",100001034,"GB",1.0535921,1.651497,2.339876,3.864298,,,,5,5,8,8,7,8
"ESS7e02_3",7,"2.3","23.11.2023",100001038,"GB",1.0535921,0.8678555,2.339876,2.0306742,,,,0,4,0,0,5,0
"ESS7e02_3",7,"2.3","23.11.2023",100001040,"GB",1.0535921,0.98264956,2.339876,2.299278,,,,7,8,6,7,4,4
"ESS7e02_3",7,"2.3","23.11.2023",100001041,"GB",0.52679604,0.5482835,2.339876,1.2829154,,,,9,3,9,7,5,7
"ESS7e02_3",7,"2.3","23.11.2023",100001044,"GB",1.0535921,1.096567,2.339876,2.5658307,,,,8,6,8,2,5,5
"ESS7e02_3",7,"2.3","23.11.2023",100001045,"GB",1.5803882,1.271972,2.339876,2.9762566,,,,7,5,5,2,4,3
"ESS7e02_3",7,"2.3","23.11.2023",100001047,"GB",2.6339803,4.008292,2.339876,9.378906,,,,6,4,7,6,6,6
"ESS7e02_3",7,"2.3","23.11.2023",100001048,"GB",1.0535921,0.8743665,2.339876,2.0459092,,,,9,3,8,9,10,9
"ESS7e02_3",7,"2.3","23.11.2023",100001049,"GB",1.0535921,0.9122426,2.339876,2.1345346,,,,9,5,8,7,7,8
"ESS7e02_3",7,"2.3","23.11.2023",100001052,"GB",0.52679604,0.43786803,2.339876,1.0245569,,,,4,6,6,7,6,6
"ESS7e02_3",7,"2.3","23.11.2023",100001054,"GB",1.0535921,1.0272274,2.339876,2.4035847,,,,6,5,3,1,7,8
"ESS7e02_3",7,"2.3","23.11.2023",100001057,"GB",2.6339803,3.29728,2.339876,7.715226,,,,6,5,9,7,8,9
"ESS7e02_3",7,"2.3","23.11.2023",100001063,"GB",0.52679604,0.6001535,2.339876,1.4042847,,,,3,88,6,6,1,3
"ESS7e02_3",7,"2.3","23.11.2023",100001070,"GB",1.0535921,0.8189584,2.339876,1.9162611,,,,0,77,0,7,0,0
"ESS7e02_3",7,"2.3","23.11.2023",100001080,"GB",0.52679604,0.4930932,2.339876,1.1537769,,,,8,8,88,88,9,8
"ESS7e02_3",7,"2.3","23.11.2023",100001081,"GB",1.0535921,1.3064107,2.339876,3.056839,,,,5,5,5,3,2,2
"ESS7e02_3",7,"2.3","23.11.2023",100001087,"GB",0.52679604,0.40238318,2.339876,0.9415267,,,,7,6,2,1,8,7
"ESS7e02_3",7,"2.3","23.11.2023",100001089,"GB",1.0535921,0.86743534,2.339876,2.029691,,,,6,6,2,4,0,0
"ESS7e02_3",7,"2.3","23.11.2023",100001094,"GB",1.0535921,0.97664994,2.339876,2.2852397,,,,9,0,0,5,10,10
"ESS7e02_3",7,"2.3","23.11.2023",100001097,"GB",1.0535921,1.0272274,2.339876,2.4035847,,,,4,8,9,2,4,3
"ESS7e02_3",7,"2.3","23.11.2023",100001100,"GB",0.52679604,0.4561213,2.339876,1.0672673,,,,3,5,8,1,5,5
"ESS7e02_3",7,"2.3","23.11.2023",100001102,"GB",0.52679604,0.43786803,2.339876,1.0245569,,,,10,0,4,5,5,0
"ESS7e02_3",7,"2.3","23.11.2023",100001103,"GB",1.0535921,0.89988154,2.339876,2.105611,,,,7,9,8,5,2,5
"ESS7e02_3",7,"2.3","23.11.2023",100001106,"GB",1.0535921,1.6971163,2.339876,3.9710414,,,,10,88,3,88,3,3
"ESS7e02_3",7,"2.3","23.11.2023",100001107,"GB",0.52679604,0.43371767,2.339876,1.0148455,,,,8,88,0,0,8,7
"ESS7e02_3",7,"2.3","23.11.2023",100001110,"GB",1.0535921,0.97664994,2.339876,2.2852397,,,,8,1,6,3,10,8
"ESS7e02_3",7,"2.3","23.11.2023",100001112,"GB",1.0535921,0.97664994,2.339876,2.2852397,,,,7,5,6,10,5,4
"ESS7e02_3",7,"2.3","23.11.2023",100001114,"GB",1.0535921,0.89988154,2.339876,2.105611,,,,7,88,10,88,3,1
"ESS7e02_3",7,"2.3","23.11.2023",100001119,"GB",0.52679604,0.43786803,2.339876,1.0245569,,,,7,7,9,10,0,1
"ESS7e02_3",7,"2.3","23.11.2023",100001121,"GB",1.0535921,1.0272274,2.339876,2.4035847,,,,9,7,7,5,1,2
"ESS7e02_3",7,"2.3","23.11.2023",100001122,"GB",1.0535921,0.9122426,2.339876,2.1345346,,,,8,8,6,6,7,2
"ESS7e02_3",7,"2.3","23.11.2023",100001123,"GB",0.52679604,0.53598714,2.339876,1.2541434,,,,1,0,0,0,2,0
"ESS7e02_3",7,"2.3","23.11.2023",100001125,"GB",0.52679604,0.3891467,2.339876,0.91055495,,,,5,5,9,5,5,5
"ESS7e02_3",7,"2.3","23.11.2023",100001126,"GB",1.0535921,0.86743534,2.339876,2.029691,,,,5,2,4,8,0,10
"ESS7e02_3",7,"2.3","23.11.2023",100001128,"GB",0.52679604,0.40238318,2.339876,0.9415267,,,,5,0,10,8,5,5
"ESS7e02_3",7,"2.3","23.11.2023",100001129,"GB",1.0535921,0.87573606,2.339876,2.0491138,,,,5,7,6,5,5,5
"ESS7e02_3",7,"2.3","23.11.2023",100001130,"GB",1.5803882,2.4772456,2.339876,5.7964473,,,,7,3,7,8,6,7
"ESS7e02_3",7,"2.3","23.11.2023",100001132,"GB",2.1071842,3.1728435,2.339876,7.42406,,,,6,88,10,5,8,8
"ESS7e02_3",7,"2.3","23.11.2023",100001134,"GB",2.1071842,2.6875365,2.339876,6.2885017,,,,5,8,6,7,8,8
"ESS7e02_3",7,"2.3","23.11.2023",100001136,"GB",1.0535921,0.87573606,2.339876,2.0491138,,,,3,6,7,8,8,1
"ESS7e02_3",7,"2.3","23.11.2023",100001137,"GB",1.0535921,0.85609585,2.339876,2.003158,,,,1,4,3,4,0,3
"ESS7e02_3",7,"2.3","23.11.2023",100001139,"GB",1.5803882,2.1603317,2.339876,5.0549083,,,,7,0,5,0,0,0
"ESS7e02_3",7,"2.3","23.11.2023",100001140,"GB",3.1607764,4.008292,2.339876,9.378906,,,,7,7,5,3,5,3
"ESS7e02_3",7,"2.3","23.11.2023",100001142,"GB",0.52679604,0.5136137,2.339876,1.2017924,,,,10,88,1,1,4,5
"ESS7e02_3",7,"2.3","23.11.2023",100001144,"GB",1.0535921,1.0512152,2.339876,2.459713,,,,88,6,8,7,6,5
"ESS7e02_3",7,"2.3","23.11.2023",100001145,"GB",0.52679604,0.4094792,2.339876,0.95813054,,,,3,5,6,88,4,4
"ESS7e02_3",7,"2.3","23.11.2023",100001147,"GB",1.0535921,0.89135194,2.339876,2.085653,,,,8,4,6,2,5,6
"ESS7e02_3",7,"2.3","23.11.2023",100001148,"GB",0.52679604,0.4561213,2.339876,1.0672673,,,,6,5,8,6,5,4
"ESS7e02_3",7,"2.3","23.11.2023",100001153,"GB",0.52679604,0.4094792,2.339876,0.95813054,,,,6,5,4,4,7,5
"ESS7e02_3",7,"2.3","23.11.2023",100001154,"GB",1.0535921,0.85609585,2.339876,2.003158,,,,3,8,8,7,0,3
"ESS7e02_3",7,"2.3","23.11.2023",100001155,"GB",1.0535921,1.000066,2.339876,2.3400304,,,,8,3,7,6,10,10
"ESS7e02_3",7,"2.3","23.11.2023",100001160,"GB",1.0535921,1.000066,2.339876,2.3400304,,,,7,4,7,2,5,4
"ESS7e02_3",7,"2.3","23.11.2023",100001162,"GB",1.0535921,0.85090566,2.339876,1.9910136,,,,8,5,4,5,7,6
"ESS7e02_3",7,"2.3","23.11.2023",100001164,"GB",0.52679604,0.46741834,2.339876,1.0937009,,,,6,3,6,7,5,5
"ESS7e02_3",7,"2.3","23.11.2023",100001167,"GB",0.52679604,0.53149146,2.339876,1.2436241,,,,7,2,7,2,6,6
"ESS7e02_3",7,"2.3","23.11.2023",100001168,"GB",0.52679604,0.65320534,2.339876,1.5284195,,,,3,2,5,2,9,7
"ESS7e02_3",7,"2.3","23.11.2023",100001169,"GB",1.0535921,0.89135194,2.339876,2.085653,,,,8,8,9,8,8,6
"ESS7e02_3",7,"2.3","23.11.2023",100001176,"GB",0.52679604,0.6001535,2.339876,1.4042847,,,,5,5,8,5,6,5
"ESS7e02_3",7,"2.3","23.11.2023",100001180,"GB",1.5803882,1.2071495,2.339876,2.8245802,,,,2,88,0,0,0,0
"ESS7e02_3",7,"2.3","23.11.2023",100001187,"GB",1.0535921,1.318912,2.339876,3.0860906,,,,5,5,8,3,4,6
"ESS7e02_3",7,"2.3","23.11.2023",100001188,"GB",1.0535921,1.0272274,2.339876,2.4035847,,,,5,2,2,3,4,5
"ESS7e02_3",7,"2.3","23.11.2023",100001192,"GB",0.52679604,0.54394805,2.339876,1.272771,,,,8,5,8,6,6,6
